Site name,Site #,U_depth,L_depth,mid_point,BD_reported,BD_estimated,BD_new est,BD_final,SOM,OC,TN,OC_final,CD_reported,OC_stock_reported,CD_calc,TC instead of TOC?,Year_sampled,Age,,,,,,,,,,,,,,,
RC99 S4,M0020,0.54,0.56,0.55,0.24,0.31,0.31,0.24,34.82,,,17.41,,,0.041,N,1997,,,,,,,,,,,,,,,,
RC99 S4,M0020,0.56,0.58,0.57,0.2,0.34,0.35,0.2,31.41,,,15.71,,,0.032,N,1997,,,,,,,,,,,,,,,,
RC99 S4,M0020,0.58,0.6,0.59,0.12,0.35,0.35,0.12,31.28,,,15.64,,,0.019,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0,0.02,0.01,0.15,0.5,0.51,0.51,18.5,,2.33,9.25,,,0.048,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.02,0.04,0.03,0.14,0.5,0.51,0.51,18.68,,2.33,9.34,,,0.048,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.04,0.06,0.05,0.14,0.49,0.51,0.51,19.01,,2.33,9.51,,,0.048,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.06,0.08,0.07,0.11,0.46,0.48,0.48,20.77,,2.33,10.39,,,0.05,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.08,0.1,0.09,0.09,0.45,0.46,0.46,21.94,,2.33,10.97,,,0.051,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.1,0.12,0.11,0.11,0.45,0.46,0.46,21.74,,2.33,10.87,,,0.05,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.12,0.14,0.13,0.12,0.46,0.47,0.47,21.36,,2.33,10.68,,,0.05,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.14,0.16,0.15,0.13,0.47,0.48,0.48,20.47,,2.33,10.23,,,0.049,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.16,0.18,0.17,0.14,0.49,0.5,0.5,19.3,,2.33,9.65,,,0.048,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.18,0.2,0.19,0.13,0.47,0.49,0.49,20.2,,2.33,10.1,,,0.049,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.2,0.22,0.21,0.14,0.48,0.5,0.5,19.52,,2.33,9.76,,,0.049,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.22,0.24,0.23,0.13,0.48,0.49,0.49,19.7,,2.33,9.85,,,0.049,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.24,0.26,0.25,0.14,0.49,0.5,0.5,19.14,,2.33,9.57,,,0.048,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.26,0.28,0.27,0.16,0.5,0.52,0.52,18.19,,2.33,9.09,,,0.047,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.28,0.3,0.29,0.16,0.52,0.54,0.54,16.89,,2.33,8.44,,,0.046,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.3,0.32,0.31,0.16,0.54,0.56,0.56,16.04,,2.33,8.02,,,0.045,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.32,0.34,0.33,0.15,0.55,0.57,0.57,15.46,,2.33,7.73,,,0.044,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.34,0.36,0.35,0.13,0.55,0.57,0.57,15.52,,2.33,7.76,,,0.044,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.36,0.38,0.37,0.14,0.55,0.56,0.56,15.67,,2.33,7.83,,,0.044,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.38,0.4,0.39,0.15,0.55,0.57,0.57,15.4,,2.33,7.7,,,0.044,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.4,0.42,0.41,0.15,0.54,0.56,0.56,15.72,,,7.86,,,0.044,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.42,0.44,0.43,0.16,0.55,0.57,0.57,15.21,,,7.6,,,0.044,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.44,0.46,0.45,0.17,0.56,0.58,0.58,14.9,,,7.45,,,0.043,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.46,0.48,0.47,0.16,0.55,0.57,0.57,15.27,,,7.64,,,0.044,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.48,0.5,0.49,0.13,0.55,0.57,0.57,15.55,,,7.77,,,0.044,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.5,0.52,0.51,0.16,0.54,0.56,0.56,16.07,,,8.04,,,0.045,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.52,0.54,0.53,0.15,0.53,0.55,0.55,16.27,,,8.13,,,0.045,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.54,0.56,0.55,0.14,0.54,0.56,0.56,15.89,,,7.94,,,0.044,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.56,0.58,0.57,0.17,0.56,0.58,0.58,14.99,,,7.49,,,0.043,N,1997,,,,,,,,,,,,,,,,
RC99 S6,M0021,0.58,0.6,0.59,0.17,0.54,0.56,0.56,15.91,,,7.95,,,0.044,N,1997,,,,,,,,,,,,,,,,
DMA96 Low,M0022,0,0.2,0.1,0.61,0.61,0.63,0.61,,6.2,0.24,6.2,,,0.038,N,1987,,,,,,,,,,,,,,,,
DMA96 Med,M0023,0,0.2,0.1,0.56,0.39,0.4,0.56,,13.4,0.36,13.4,,,0.075,N,1987,,,,,,,,,,,,,,,,
DMA96 High,M0024,0,0.2,0.1,0.6,0.42,0.43,0.6,,12,0.39,12,,,0.072,N,1987,,,,,,,,,,,,,,,,
DMA96 Creek Bank,M0025,0,0.2,0.1,0.68,0.72,0.73,0.68,,4.2,0.21,4.2,,,0.029,N,1988,,,,,,,,,,,,,,,,
DMA96 Low,M0022,0,0.2,0.1,0.61,0.63,0.65,0.61,,5.8,0.25,5.8,,,0.035,N,1988,,,,,,,,,,,,,,,,
DMA96 Med,M0023,0,0.2,0.1,0.56,0.4,0.4,0.56,,13.1,0.38,13.1,,,0.073,N,1988,,,,,,,,,,,,,,,,
DMA96 High,M0024,0,0.2,0.1,0.6,0.39,0.4,0.6,,13.4,0.43,13.4,,,0.08,N,1988,,,,,,,,,,,,,,,,
DMA96 Creek Bank,M0025,0,0.2,0.1,0.68,0.68,0.69,0.68,,4.8,0.16,4.8,,,0.033,N,1991,,,,,,,,,,,,,,,,
DMA96 Low,M0022,0,0.2,0.1,0.61,0.59,0.61,0.61,,6.7,0.21,6.7,,,0.041,N,1991,,,,,,,,,,,,,,,,
DMA96 Med,M0023,0,0.2,0.1,0.56,0.45,0.46,0.56,,11.1,0.3,11.1,,,0.062,N,1991,,,,,,,,,,,,,,,,
DMA96 High,M0024,0,0.2,0.1,0.6,0.41,0.42,0.6,,12.5,0.34,12.5,,,0.075,N,1991,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0,0.2,0.1,,0.89,0.87,0.87,,2.3,0.13,2.3,,,0.02,N,1993,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0,0.2,0.1,,0.97,0.96,0.96,,1.7,0.16,1.7,,,0.016,N,1993,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0,0.2,0.1,,0.6,0.62,0.62,,6.5,0.23,6.5,,,0.04,N,1993,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0,0.2,0.1,,1.02,1.02,1.02,,1.4,0.09,1.4,,,0.014,N,1993,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0,0.2,0.1,,0.58,0.6,0.6,,7,0.37,7,,,0.042,N,1993,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0,0.2,0.1,,0.73,0.73,0.73,,4.1,0.18,4.1,,,0.03,N,1993,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0,0.00812,0.004,,0.91,0.9,0.9,,2.11,0.14,2.11,,,0.019,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.00812,0.06685,0.037,,0.97,0.96,0.96,,1.7,0.13,1.7,,,0.016,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.06685,0.12671,0.097,,0.9,0.89,0.89,,2.19,0.12,2.19,,,0.019,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.12671,0.15705,0.142,,0.97,0.95,0.95,,1.72,0.12,1.72,,,0.016,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.15705,0.1851,0.171,,0.85,0.84,0.84,,2.64,0.11,2.64,,,0.022,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.1851,0.22422,0.205,,0.94,0.93,0.93,,1.9,0.11,1.9,,,0.018,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.22422,0.24439,0.234,,0.87,0.86,0.86,,2.41,0.13,2.41,,,0.021,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.24439,0.30384,0.274,,0.9,0.88,0.88,,2.21,0.12,2.21,,,0.02,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.30384,0.36312,0.333,,0.75,0.75,0.75,,3.78,0.18,3.78,,,0.028,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.36312,0.38298,0.373,,0.92,0.9,0.9,,2.06,0.12,2.06,,,0.019,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.38298,0.42583,0.404,,1.02,1.01,1.01,,1.42,0.13,1.42,,,0.014,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.42583,0.50498,0.465,,0.97,0.96,0.96,,1.7,0.14,1.7,,,0.016,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.50498,0.55752,0.531,,1.02,1.01,1.01,,1.42,0.11,1.42,,,0.014,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.55752,0.58924,0.573,,1.05,1.05,1.05,,1.25,0.12,1.25,,,0.013,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.58924,0.60925,0.599,,0.99,0.98,0.98,,1.57,0.11,1.57,,,0.015,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.60925,0.68943,0.649,,1.01,1,1,,1.48,0.1,1.48,,,0.015,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0,0.00497,0.002,,0.82,0.81,0.81,,2.9,0.22,2.9,,,0.024,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.00497,0.07646,0.041,,0.81,0.81,0.81,,3,0.19,3,,,0.024,N,1994,,,,,,,,,,,,,,,,
DMA00 D1,M0028,0.07646,0.14519,0.111,,0.86,0.85,0.85,,2.5,0.18,2.5,,,0.021,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.14519,0.21432,0.18,,0.93,0.91,0.91,,2,0.19,2,,,0.018,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.21432,0.28386,0.249,,0.82,0.81,0.81,,2.91,0.17,2.91,,,0.024,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.28386,0.35224,0.318,,0.83,0.82,0.82,,2.81,0.19,2.81,,,0.023,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.35224,0.42316,0.388,,0.87,0.86,0.86,,2.41,0.14,2.41,,,0.021,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.42316,0.49725,0.46,,1.02,1.02,1.02,,1.4,0.17,1.4,,,0.014,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.49725,0.55711,0.527,,0.94,0.93,0.93,,1.9,0.16,1.9,,,0.018,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.55711,0.68903,0.623,,1.04,1.04,1.04,,1.3,0.13,1.3,,,0.014,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0,0.00371,0.002,,0.62,0.63,0.63,,6.1,0.2,6.1,,,0.039,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.00371,0.0514,0.028,,0.57,0.58,0.58,,7.3,0.23,7.3,,,0.043,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.0514,0.10236,0.077,,0.6,0.62,0.62,,6.39,0.24,6.39,,,0.04,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.10236,0.15387,0.128,,0.62,0.64,0.64,,6.01,0.22,6.01,,,0.038,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.15387,0.20111,0.177,,0.65,0.66,0.66,,5.42,0.18,5.42,,,0.036,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.20111,0.25076,0.226,,0.63,0.64,0.64,,5.91,0.18,5.91,,,0.038,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.25076,0.30097,0.276,,0.7,0.71,0.71,,4.5,0.18,4.5,,,0.032,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.30097,0.35136,0.326,,0.74,0.74,0.74,,3.92,0.14,3.92,,,0.029,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.35136,0.4024,0.377,,0.71,0.72,0.72,,4.3,0.14,4.3,,,0.031,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.4024,0.45279,0.428,,0.68,0.69,0.69,,4.9,0.15,4.9,,,0.034,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.45279,0.50225,0.478,,0.73,0.74,0.74,,4.01,0.14,4.01,,,0.03,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.50225,0.55636,0.529,,0.76,0.76,0.76,,3.61,0.12,3.61,,,0.028,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.55636,0.60535,0.581,,0.83,0.82,0.82,,2.82,0.09,2.82,,,0.023,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.60535,0.65558,0.63,,0.83,0.82,0.82,,2.79,0.09,2.79,,,0.023,N,1994,,,,,,,,,,,,,,,,
DMA00 D2,M0029,0.65558,0.70865,0.682,,0.91,0.9,0.9,,2.11,0.09,2.11,,,0.019,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.70865,0.76062,0.735,,0.88,0.86,0.86,,2.4,0.1,2.4,,,0.021,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.76062,0.78725,0.774,,0.89,0.87,0.87,,2.3,0.08,2.3,,,0.02,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.78725,0.80924,0.798,,0.99,0.98,0.98,,1.56,0.06,1.56,,,0.015,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.80924,0.83051,0.82,,0.92,0.91,0.91,,2,0.09,2,,,0.018,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0,0.00931,0.005,,1.04,1.04,1.04,,1.29,0.07,1.29,,,0.013,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.00931,0.06041,0.035,,1.04,1.04,1.04,,1.29,0.06,1.29,,,0.013,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.06041,0.10886,0.085,,1,1,1,,1.49,0.07,1.49,,,0.015,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.10886,0.15638,0.133,,1.02,1.02,1.02,,1.38,0.07,1.38,,,0.014,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.15638,0.20529,0.181,,0.97,0.96,0.96,,1.7,0.07,1.7,,,0.016,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.20529,0.25503,0.23,,0.98,0.98,0.98,,1.6,0.06,1.6,,,0.016,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.25503,0.30672,0.281,,1.08,1.09,1.09,,1.1,0.05,1.1,,,0.012,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.30672,0.35545,0.331,,1.04,1.04,1.04,,1.3,0.06,1.3,,,0.013,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.35545,0.40519,0.38,,1.16,1.18,1.18,,0.82,0.03,0.82,,,0.01,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.40519,0.45594,0.431,,1.17,1.18,1.18,,0.8,0.04,0.8,,,0.009,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.45594,0.50624,0.481,,1.14,1.15,1.15,,0.89,0.04,0.89,,,0.01,N,1994,,,,,,,,,,,,,,,,
DMA00 PH1,M0026,0.50624,0.56034,0.533,,1.14,1.15,1.15,,0.9,0.04,0.9,,,0.01,N,1994,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0.56034,0.60946,0.585,,1.08,1.09,1.09,,1.1,0.04,1.1,,,0.012,N,1994,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0.60946,0.65995,0.635,,1.2,1.22,1.22,,0.71,0.03,0.71,,,0.009,N,1994,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0.65995,0.71256,0.686,,1.24,1.26,1.26,,0.6,0.03,0.6,,,0.008,N,1994,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0.71256,0.75924,0.736,,1.24,1.26,1.26,,0.61,0.03,0.61,,,0.008,N,1994,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0.75924,0.7906,0.775,,1.21,1.23,1.23,,0.69,0.03,0.69,,,0.008,N,1994,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0.7906,0.8126,0.802,,1.15,1.17,1.17,,0.84,0.04,0.84,,,0.01,N,1994,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0.8126,0.83107,0.822,,1.13,1.14,1.14,,0.92,0.04,0.92,,,0.011,N,1994,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0.83107,0.91162,0.871,,1.09,1.09,1.09,,1.09,0.06,1.09,,,0.012,N,1994,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0.91162,0.96109,0.936,,1.24,1.26,1.26,,0.61,0.03,0.61,,,0.008,N,1994,,,,,,,,,,,,,,,,
DMA00 PH2,M0027,0.96109,1,0.981,,1.19,1.21,1.21,,0.74,0.03,0.74,,,0.009,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0,0.006,0.003,,0.5,0.51,0.51,,9.31,0.41,9.31,,,0.048,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.006,0.05804,0.032,,0.57,0.59,0.59,,7.2,0.28,7.2,,,0.042,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.05804,0.10831,0.083,,0.66,0.68,0.68,,5.19,0.23,5.19,,,0.035,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.10831,0.15466,0.131,,0.52,0.54,0.54,,8.42,0.27,8.42,,,0.046,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.15466,0.20769,0.181,,0.57,0.59,0.59,,7.21,0.26,7.21,,,0.042,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.20769,0.25729,0.232,,0.55,0.56,0.56,,7.82,0.23,7.82,,,0.044,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.25729,0.30491,0.281,,0.5,0.51,0.51,,9.23,0.3,9.23,,,0.047,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.30491,0.35458,0.33,,0.5,0.52,0.52,,9.04,0.32,9.04,,,0.047,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.35458,0.40386,0.379,,0.47,0.48,0.48,,10.22,0.31,10.22,,,0.049,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.40386,0.45375,0.429,,0.58,0.6,0.6,,6.93,0.36,6.93,,,0.041,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.45375,0.5028,0.478,,0.57,0.59,0.59,,7.14,0.33,7.14,,,0.042,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.5028,0.55247,0.528,,0.56,0.57,0.57,,7.54,0.22,7.54,,,0.043,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.55247,0.60274,0.578,,0.61,0.63,0.63,,6.14,0.25,6.14,,,0.039,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.60274,0.65307,0.628,,0.55,0.57,0.57,,7.67,0.31,7.67,,,0.044,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.65307,0.68529,0.669,,0.73,0.73,0.73,,4.13,0.21,4.13,,,0.03,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.68529,0.72723,0.706,,0.71,0.71,0.71,,4.44,0.42,4.44,,,0.032,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.72723,0.75333,0.74,,0.46,0.47,0.47,,10.55,0.45,10.55,,,0.05,N,1994,,,,,,,,,,,,,,,,
DMA00 MB1,M0030,0.75333,0.78727,0.77,,0.73,0.73,0.73,,4.14,0.21,4.14,,,0.03,N,1994,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0,0.00756,0.004,,0.68,0.69,0.69,,4.89,0.18,4.89,,,0.034,N,1994,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0.00756,0.05739,0.032,,0.7,0.71,0.71,,4.59,0.17,4.59,,,0.032,N,1994,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0.05739,0.10849,0.083,,0.73,0.73,0.73,,4.09,0.18,4.09,,,0.03,N,1994,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0.10849,0.1592,0.134,,0.76,0.76,0.76,,3.6,0.15,3.6,,,0.027,N,1994,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0.1592,0.20843,0.184,,0.69,0.7,0.7,,4.7,0.18,4.7,,,0.033,N,1994,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0.20843,0.30565,0.257,,0.61,0.62,0.62,,6.33,0.23,6.33,,,0.039,N,1994,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0.30565,0.35653,0.331,,0.71,0.72,0.72,,4.31,0.18,4.31,,,0.031,N,1994,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0.35653,0.40509,0.381,,0.61,0.62,0.62,,6.32,0.21,6.32,,,0.039,N,1994,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0.40509,0.45293,0.429,,0.62,0.64,0.64,,6.02,0.2,6.02,,,0.038,N,1994,,,,,,,,,,,,,,,,
DMA00 BR1,M0031,0.45293,0.48653,0.47,,1.41,1.41,1.41,,0.31,0.03,0.31,,,0.004,N,1994,,,,,,,,,,,,,,,,
NM98 T00,M0032,0,0.05,0.025,,0.48,0.49,0.49,,9.88,,9.88,,,0.049,N,1996,,,,,,,,,,,,,,,,
NM98 T01,M0033,0,0.05,0.025,,0.52,0.54,0.54,,8.43,,8.43,,,0.046,N,1996,,,,,,,,,,,,,,,,
NM98 T02,M0034,0,0.05,0.025,,0.53,0.54,0.54,,8.35,,8.35,,,0.046,N,1996,,,,,,,,,,,,,,,,
NM98 T03,M0035,0,0.05,0.025,,0.59,0.61,0.61,,6.7,,6.7,,,0.041,N,1996,,,,,,,,,,,,,,,,
NM98 T04,M0036,0,0.05,0.025,,0.62,0.64,0.64,,5.98,,5.98,,,0.038,N,1996,,,,,,,,,,,,,,,,
NM98 T05,M0037,0,0.05,0.025,,0.67,0.69,0.69,,4.97,,4.97,,,0.034,N,1996,,,,,,,,,,,,,,,,
NM98 T06,M0038,0,0.05,0.025,,0.64,0.66,0.66,,5.59,,5.59,,,0.037,N,1996,,,,,,,,,,,,,,,,
NM98 T07,M0039,0,0.05,0.025,,0.59,0.61,0.61,,6.72,,6.72,,,0.041,N,1996,,,,,,,,,,,,,,,,
NM98 T08,M0040,0,0.05,0.025,,0.7,0.7,0.7,,4.6,,4.6,,,0.032,N,1996,,,,,,,,,,,,,,,,
NM98 T09,M0041,0,0.05,0.025,,0.76,0.76,0.76,,3.61,,3.61,,,0.028,N,1996,,,,,,,,,,,,,,,,
NM98 T10,M0042,0,0.05,0.025,,0.66,0.67,0.67,,5.31,,5.31,,,0.036,N,1996,,,,,,,,,,,,,,,,
NM98 T11,M0043,0,0.05,0.025,,0.87,0.86,0.86,,2.42,,2.42,,,0.021,N,1996,,,,,,,,,,,,,,,,
NM98 T12,M0044,0,0.05,0.025,,0.84,0.83,0.83,,2.74,,2.74,,,0.023,N,1996,,,,,,,,,,,,,,,,
NM98 T13,M0045,0,0.05,0.025,,1.21,1.23,1.23,,0.69,,0.69,,,0.008,N,1996,,,,,,,,,,,,,,,,
NM98 T14,M0046,0,0.05,0.025,,0.93,0.91,0.91,,1.98,,1.98,,,0.018,N,1996,,,,,,,,,,,,,,,,
NM98 T15,M0047,0,0.05,0.025,,1.01,1.01,1.01,,1.44,,1.44,,,0.015,N,1996,,,,,,,,,,,,,,,,
NM98 T16,M0048,0,0.05,0.025,,0.81,0.81,0.81,,3,,3,,,0.024,N,1996,,,,,,,,,,,,,,,,
NM98 T17,M0049,0,0.05,0.025,,0.83,0.82,0.82,,2.82,,2.82,,,0.023,N,1996,,,,,,,,,,,,,,,,
NM98 T18,M0050,0,0.05,0.025,,1.07,1.07,1.07,,1.17,,1.17,,,0.013,N,1996,,,,,,,,,,,,,,,,
NM98 T19,M0051,0,0.05,0.025,,1.08,1.08,1.08,,1.12,,1.12,,,0.012,N,1996,,,,,,,,,,,,,,,,
NM98 T20,M0052,0,0.05,0.025,,1.06,1.06,1.06,,1.21,,1.21,,,0.013,N,1996,,,,,,,,,,,,,,,,
NM98 P01S01,M0053,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,317,0.063,N,1996,,,,,,,,,,,,,,,,
NM98 P01S03,M0054,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,255,0.051,N,1996,,,,,,,,,,,,,,,,
NM98 P02S01,M0055,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,381,0.076,N,1996,,,,,,,,,,,,,,,,
NM98 P02SO3,M0056,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,251,0.05,N,1996,,,,,,,,,,,,,,,,
NM98 P03S01,M0057,0,0.4,0.2,,Err:502,1.62,1.62,,,,0,,182,0.046,N,1996,,,,,,,,,,,,,,,,
NM98 P03S02,M0058,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,295,0.059,N,1996,,,,,,,,,,,,,,,,
NM98 P03S03,M0059,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,278,0.056,N,1996,,,,,,,,,,,,,,,,
NM98 P04S01,M0060,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,290,0.058,N,1996,,,,,,,,,,,,,,,,
NM98 P04S02,M0061,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,364,0.073,N,1996,,,,,,,,,,,,,,,,
NM98 P04S03,M0062,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,312,0.062,N,1996,,,,,,,,,,,,,,,,
NM98 P05S01,M0063,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,265,0.053,N,1996,,,,,,,,,,,,,,,,
NM98 P05S02,M0064,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,346,0.069,N,1996,,,,,,,,,,,,,,,,
NM98 P05S03,M0065,0,0.5,0.25,,Err:502,1.62,1.62,,,,0,,319,0.064,N,1996,,,,,,,,,,,,,,,,
NM98 P06S01,M0066,0,0.4,0.2,,Err:502,1.62,1.62,,,,0,,253,0.063,N,1996,,,,,,,,,,,,,,,,
